market,rank,creative_name,ad_name,adset_name,QL,TQL,TD,CPTQL,CPTD,CTR,CPC,spend,content_format,creative_type,talent_type,production_style,campaign_audience,pain_benefit,language,thumbnail_url
AUS,1,Video_Tamil-Parent-Shoot-in-English,ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Video_Tamil-Parent-Shoot-in-English_230126,ANZ_PFX_FB_Leads_Conv_LAL_PayU_Combined_35-55_Australia_LeadGen_101025,20.0,15.0,9.0,6322.0,10537.0,0.78,211.0,94832.0,Testimonial,Video,Parent,UGC,"ANZ_PFX_FB_Leads_Conv_Combined_LeadGen_0 (BAU, unclassified)",Grades & School,Tamil,
AUS,2,Static_W-NAPLAN-Boost-Math,ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Static_W-NAPLAN-Boost-Math_291225,ANZ_PFX_FB_Leads_Conv_LAL_PayU_Combined_35-55_Australia_LeadGen_101025,13.0,9.0,7.0,8205.0,10550.0,0.51,343.0,73848.0,Graphic Explainer,Static,None,Static Graphic,PLA,Grades & School,English,
AUS,3,Int-4C_Australia_Video_Testimonial-Mohit-Kukreja,ANZ_FB_Leads_Conv_Int-4C_Australia_Video_Testimonial-Mohit-Kukreja_060126,ANZ_FB_Leads_Conv_Int-4C_Australia_LeadGen_050126,35.0,20.0,12.0,9437.0,15729.0,0.59,179.0,188746.0,Testimonial,Video,Parent,UGC,NRI (BAU),Confidence | Grades & School | Foundation Building,English,
AUS,4,Parents-All-Pri+Sec_Australia_Static_Y-Testimonial-Vishal,ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_Y-Testimonial-Vishal_020326,ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Form_Static-Testimonials_020326,33.0,20.0,13.0,10181.0,15663.0,0.85,121.0,203619.0,Testimonial,Static,Parent,Static Graphic,General (BAU),Grades & School,English,https://scontent-bom5-1.xx.fbcdn.net/v/t45.1600-4/644962917_2997381277122673_2126119860809842561_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=uLxC1slC0x0Q7kNvwHmRqsJ&_nc_oc=AdrMMGlAat1BPZWQY2ECsfvac5hTbC-64KGh3U0-WLo0O-ngObOEiZL305W0KeM-_BE&_nc_zt=1&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=aYg1Vy3IT5Aof0o-g5QJJg&_nc_tpa=Q5bMBQEwtMghkVC3_f81GKQG6XY5J9bNsak6KSbZ7sauff4DkLwEFtTQ7PW7V3YJ0YoHK9QCSM-PuSV8&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af04mQGcz606Re6UP3t4TRzLYwy2XQfPbe9FronXk2Pguw&oe=69DD35F0
AUS,5,Static_NAPLAN-Chinese,ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Static_NAPLAN-Chinese_061125,ANZ_PFX_FB_Leads_Conv_LAL_0to2%AllQLs_35-55_Australia_LeadGen_011125,13.0,7.0,5.0,11251.0,15752.0,0.86,291.0,78760.0,Graphic Explainer,Static,None,Static Graphic,PLA,Grades & School,English,
AUS,6,Parents-Pri+Sec-Inf_Australia_Video_Influencer-Kanika,ANZ_FB_Leads_Conv_Parents-Pri+Sec-Inf_Australia_Video_Influencer-Kanika_090226,ANZ_FB_Leads_Conv_Parents-Pri+Sec_Australia_Form_Influencer_090226,15.0,9.0,4.0,9949.0,22384.0,0.66,249.0,89538.0,Testimonial,Video,Influencer,UGC,Influencer (BAU),Personalization,English,https://scontent-bom5-2.xx.fbcdn.net/v/t15.5256-10/629458580_1416491736589418_3363163644874248487_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=n88sygzN9zoQ7kNvwG1udp1&_nc_oc=AdpQZkI_7vviWcZIGWb8De9ncSpoxpEKkX68Dv7gl_lsN8gSRbnMBFXKu5ckrjuU_30&_nc_zt=23&_nc_ht=scontent-bom5-2.xx&edm=AAwGEdEEAAAA&_nc_gid=J0hsbBkpgUidPHIbc7k0XA&_nc_tpa=Q5bMBQF8L7DAx4SlK5cABgdVnxU2t7h-dh_cl58ViZ7t3NEvfs2ICeULVM8u134BJBSaNkKequH3083h&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af1pjnesFpCOKbfFj3POpKFqRXDBer3WJFJX7_GlLANBdQ&oe=69DD1F82
AUS,7,LAL-PayU_Australia_Video_Tamil-Parent-Shoot-in-English,ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Tamil-Parent-Shoot-in-English_020326,ANZ_FB_Leads_Conv_LAL-PayU_Australia_Form_Shoot-2-Videos_020326,14.0,10.0,8.0,12891.0,16114.0,0.51,311.0,128908.0,Testimonial,Video,Parent,Studio,Lookalike (BAU),Grades & School,Tamil,
AUS,8,India-Expats_Australia_Video_Cuemath-Hero-5-21s,ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Cuemath-Hero-5-21s_061125,ANZ_FB_Leads_Conv_India-Expats_Australia_LeadGen_050126,36.0,14.0,9.0,12621.0,19633.0,0.65,246.0,176699.0,Product Demo,Video,None,Animated,NRI (BAU),Grades & School,English,
AUS,9,35-55_Australia_Static_W-NAPLAN-Start-Summer,ANZ_PFX_FB_Leads_Conv_Int_All-Expats_35-55_Australia_Static_W-NAPLAN-Start-Summer_210126,ANZ_PFX_FB_Leads_Conv_Int_All-Expats_35-55_Australia_LeadGen_251125,43.0,21.0,15.0,14164.0,19830.0,0.85,359.0,297452.0,Graphic Explainer,Static,None,Static Graphic,General (BAU),Grades & School,English,https://scontent-bom2-3.xx.fbcdn.net/v/t45.1600-4/614978548_2949876585206476_4791063017532058424_n.png?_nc_cat=101&ccb=1-7&_nc_ohc=swrvtKpIA3UQ7kNvwHGZwoP&_nc_oc=AdrmOFILbwCMJV-7X3MpZcKjOCL5ip56w6DaEIVy_tKpT9H21G89RcMK_MSRDd45oBc&_nc_zt=1&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=3EqyFkhd5tAFkIkcxLUunw&_nc_tpa=Q5bMBQEf8dmoYaPqJV4jl_BW4ZqLzI0XtdC7qjH9bz5_YE4Ozi2LR2x86HYIpz-hxddwB3JouSPW6Pw9&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af02ImIHOTKoUsnS9B0_UGJXeleE0hzFbd_fVeVtZ02Z6A&oe=69DD2320
AUS,10,Static_W-NAPLAN-2026-Ready,ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Static_W-NAPLAN-2026-Ready_241225,ANZ_PFX_FB_Leads_Conv_LAL_PayU_Combined_35-55_Australia_LeadGen_101025,10.0,6.0,4.0,14283.0,21425.0,0.66,286.0,85700.0,Graphic Explainer,Static,None,Static Graphic,PLA,Grades & School,English,
AUS,11,LAL-QL-0to2%_Australia_Video_Tamil-Parent-Shoot-in-English,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Tamil-Parent-Shoot-in-English_280126,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Signup-UB-New_Shoot-Video_280126,12.0,7.0,2.0,10006.0,35022.0,0.63,186.0,70043.0,Testimonial,Video,Parent,UGC,Lookalike (BAU),Foundation Building,Tamil,
AUS,12,India-Expats_Australia_Video_Testimonial-Mohit-Kukreja,ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Mohit-Kukreja_280126,ANZ_FB_Leads_Conv_India-Expats_Australia_Form_Testimonial-Video_280126,13.0,7.0,5.0,14978.0,20969.0,0.57,243.0,104844.0,Testimonial,Video,Parent,UGC,NRI (BAU),Parent Peace of Mind,English,
AUS,13,LAL-QL-0to2%_Australia_Video_Cuemath-Hero-5-21s,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Cuemath-Hero-5-21s_280126,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Form_Shoot-Video_280126,10.0,5.0,4.0,16107.0,20134.0,0.5,273.0,80536.0,Product Demo,Video,None,Animated,Lookalike (BAU),Confidence,English,
AUS,14,LAL-QL-0to2%_Australia_Video_Influencer-Montage,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Influencer-Montage_180326,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Form_Testimonial-Video_280126,11.0,5.0,3.0,15190.0,25316.0,0.85,243.0,75948.0,Skit/Story,Video,Parent,UGC,Lookalike (BAU),Personalization,English,
AUS,15,LAL-QL-0to2%_Australia_Static_W-Testimonial-NAPLAN,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-Testimonial-NAPLAN_030226,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Form_Static-NAPLAN_030226,26.0,10.0,6.0,15960.0,26599.0,0.65,150.0,159596.0,Testimonial,Static,Parent,Static Graphic,Lookalike (BAU),Grades & School,English,https://scontent-bom2-3.xx.fbcdn.net/v/t45.1600-4/613428454_2949858331874968_8783374240495552550_n.png?_nc_cat=103&ccb=1-7&_nc_ohc=n8xfFr54IHEQ7kNvwFVZ3Z_&_nc_oc=AdrmdJIJD2F2GsciKLiyRfkqvNYxTUXoUpQ5BH7Ex46yujmLV_f0QEfHZ0ualbjLrlM&_nc_zt=1&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=00ajJGF8wgwrr6uufU7T3A&_nc_tpa=Q5bMBQEa-tmDz3olfSPrIrdbeeEwlca7heVTFEHc9z8xP05mwRexNunR8xpogJGh_ZE_T8Tgai2XdTDL&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af34IGgZGx6AJFdgH-fW-CwO7EUWtNzqHDLAOwkVlmzqDw&oe=69DD160E
AUS,16,India-Expats_Australia_Video_Testimonial-Montage,ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Montage_180326,ANZ_FB_Leads_Conv_India-Expats_Australia_Form_Testimonial-Video_280126,16.0,7.0,5.0,17374.0,24324.0,0.87,185.0,121621.0,Testimonial,Video,Parent,UGC,NRI (BAU),Parent Peace of Mind,English,
AUS,17,LAL-QL-0to2%_Australia_Static_W-NAPLAN-2026-Ready,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-NAPLAN-2026-Ready_030226,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Form_Static-NAPLAN_030226,36.0,15.0,7.0,15160.0,32486.0,0.76,316.0,227401.0,Graphic Explainer,Static,Child,Static Graphic,Lookalike (BAU),Grades & School,English,https://scontent-bom5-1.xx.fbcdn.net/v/t45.1600-4/602378977_2931183177075817_5427356424165538632_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=NSuy2xIIWokQ7kNvwE7qPvD&_nc_oc=Adofii3AjAVOaHEkQBy3rIOTEpyCrgiQtQclDtczvZBqLTTqiH4BuOrv3GAfeG5NBjA&_nc_zt=1&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=tDmwsmm390AN7JluJ9drwA&_nc_tpa=Q5bMBQH6WXJ1mF2W8V_6jQbw4lxIRlz522hczolj5SXtyc6UPV33FdwbjU3AY2woFPHQgafP7Ww8BsXb&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af2C3SD83tcSd6y8a777cU-Z6VfXDjgFZfkAkDKaYWMb2A&oe=69DD1630
AUS,18,Vernac-Tamil-Static_Australia_Static_Ad3-Tamil-Text,ANZ_FB_Leads_Conv_Vernac-Tamil-Static_Australia_Static_Ad3-Tamil-Text_110226,ANZ_FB_Leads_Conv_Vernac-Tamil-Static_Australia_LeadGen_110226,19.0,8.0,2.0,11213.0,44850.0,0.9,93.0,89701.0,Graphic Explainer,Static,None,Static Graphic,Vernacular (BAU),Grades & School,Tamil,
AUS,19,Bollywood_Australia_Video_Testimonial-Lakshmi,ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Lakshmi_170226,ANZ_FB_Leads_Conv_Bollywood_Australia_Form_Testimonial-Videos_140226,35.0,12.0,7.0,18437.0,31606.0,0.68,185.0,221245.0,Testimonial,Video,Parent,UGC,Interest (BAU),Parent Peace of Mind,English,
AUS,20,LAL-QL-0to2%_Australia_Video_Testimonial-NAPLAN-Daphne,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-NAPLAN-Daphne_180326,ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Form_Static-NAPLAN_030226,12.0,7.0,3.0,16544.0,38603.0,1.06,143.0,115809.0,Testimonial,Video,Parent,UGC,Lookalike (BAU),Grades & School,English,
India,1,Video_Testimonial-Kaviya-Tamil,Ind_PFX_FB_Leads-Conv_South-Cities_Advantage_ShortForm_LPBoard_NA_Video_Testimonial-Kaviya-Tamil_181225,India_PFX_FB_Leads_Conv_South-Cities_Advantage_35-50_ShortForm_LPBoard_Maths_Slotbook_Tamil_161025,312.0,162.0,90.0,1349.0,2429.0,0.76,19.0,218609.0,Testimonial,Video,Parent,UGC,Vernacular (BAU),Confidence,Tamil,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/602881667_1192342875700392_1269737993544803719_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=lhMfCTIg9UMQ7kNvwEG5RDx&_nc_oc=AdpENCKcXKvKw63uyj31NxsSFjEpBk_vNKVeqTGcHd5l579fKxyzAXdTGk2C5cjkprQ&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=OgpNYOa85JHYcMg5299mvw&_nc_tpa=Q5bMBQH6DVwTENon7ANaTQ3CE3V12PqTl5IxAfAqAz_uTLjcrxHhsLU0OfUio2W1HGEL2VBZxXPRXr-7&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af306zkELh-hANEdstkNG8agpzU7JEV8fJzA7msCj8wldw&oe=69DD228B
India,2,Video_Testimonial-Vaidehi-Telugu,Ind_PFX_FB_Leads-Conv_South-Cities_LA-AllEnrolled_ShortForm-LPBoard_NA_Video_Testimonial-Vaidehi-Telugu_081225,Ind_PFX_FB_Leads_Conv_South-Cities_LA_AllEnrolled_35-50_All_Manual_ShortForm_LPBoard_Slotbook_Telugu_071025,18.0,6.0,6.0,2012.0,2012.0,0.53,26.0,12070.0,Testimonial,Video,Child,UGC,Lookalike (BAU),Grades & School,Telugu,
India,3,Ind_FB_Vernac_Video_Testimonial-Kaviya-Tamil,Ind_FB_Vernac_Video_Testimonial-Kaviya-Tamil_170326,Ind_FB_Vernac_Slotbook_Tamil_160326,212.0,82.0,50.0,1655.0,2714.0,0.74,18.0,135710.0,Testimonial,Video,Child,UGC,Vernacular (BAU),Grades & School,Tamil,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/602881667_1192342875700392_1269737993544803719_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=lhMfCTIg9UMQ7kNvwEG5RDx&_nc_oc=AdpENCKcXKvKw63uyj31NxsSFjEpBk_vNKVeqTGcHd5l579fKxyzAXdTGk2C5cjkprQ&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=gdo0FFtHoMe8TLMYq1gc6Q&_nc_tpa=Q5bMBQHWMLA5Ok61_BI2YVIz7YQcCqdWZaUISnnvKHWpZTXlbekdSk6eBkDP1rJ2e2BatpYoQ1o1VdMJ&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af3-YjatlY_QzvadsXI1NSppBn8uUq8QGnXNiELJQtP_uw&oe=69DD228B
India,4,Video_Testimonial-Amyra,Ind_PFX_FB_Leads_Conv_Pan_Int_Job-titles_ShortForm-LPBoard_NA_Video_Testimonial-Amyra_171125,Ind_PFX_FB_Leads_Conv_Pan_Int_Job-titles_All_Manual_ShortForm_LPBoard_291025,262.0,157.0,111.0,2041.0,2887.0,0.76,40.0,320413.0,Testimonial,Video,Parent,UGC,General (BAU),Confidence | Grades & School | Parent Peace of Mind,English,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/569922998_1345954240539259_3652129426430985475_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=V2EAfjtQcLIQ7kNvwGj9SLo&_nc_oc=Adp5DEaORigRvp0YyAyo3Z5jcQvDMPrJTjvHG2PKaYPd2rkjaS_ui-Vfu41WoaGN4TY&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=OgpNYOa85JHYcMg5299mvw&_nc_tpa=Q5bMBQE7q4a_o8l9isOqmjAdswOSIwcAX0k89ZUr8siWWAjfxU4iKcp0_TZEPumLw6GURkLpoaEsqDP0&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af2DoluIeWCMe53o0m4KBSOhsRwg3jwalF7Iqt-CN0689Q&oe=69DD30A0
India,5,Video_Testimonial-Manish,Ind_PFX_FB_Lead_Conv_Metro_Female-Engaged_ShortForm-LPBoard_NA_Video_Testimonial-Manish_150126,Ind_PFX_FB_Leads_Conv_MetroTier1_Female_Int_Engaged-Shoppers_35-50_All_Manual_ShortForm_LPBoard_131125,262.0,165.0,110.0,2020.0,3030.0,0.52,51.0,333325.0,Testimonial,Video,Parent,UGC,Interest (BAU),Grades & School,English,
India,6,Ind_FB_Leads-Conv_PayU-LA_Video_Testimonial-Manish,Ind_FB_Leads-Conv_PayU-LA_Video_Testimonial-Manish_190126,Ind_FB_Leads_Conv_Metro-Teir-1_PayU_LA_International-Schools-Parents_35-55_All_Manual_ShortForm_LPBoard_Slotbook_050126,206.0,131.0,100.0,2262.0,2964.0,0.53,65.0,296358.0,Testimonial,Video,Parent,UGC,General,Parent Peace of Mind,English,https://external-bom5-2.xx.fbcdn.net/emg1/v/t13/13758969275656708522?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLMLyVViDtov9iRGYERwhYRKXnIYtfLDPNw2GcyGLFi91-EUitzIOAGhPjfB1TK2Wbo1c-PJTuubSyyaqyNZVAPts8MQE7QlIYIPs-0INs_o_a1eqZia8npDy_fW9LaOnrR6aQK0pZ2RUC2gu-7eyef&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=nsSiUx3f_HkNwA5gmKseuw&_nc_oc=AdqRjkPJtOo9WZatZ-KamjhVNgZbUm8FGSXXTgBZhK32Y_ZQB2_cTW_BuDIva55ZZFc&ccb=13-1&oh=06_Q3--AX5awfqllII1GlYteQqGUpXGpiVxByoeXoYcga5geEvw&oe=69D936E4&_nc_sid=58080a
India,7,Ind_FB_Vernac_Video_Testimonial-Madhavi-Telugu,Ind_FB_Vernac_Video_Testimonial-Madhavi-Telugu_250326,Ind_FB_Vernac_Slotbook_Telugu_250326,61.0,31.0,18.0,1970.0,3393.0,0.64,36.0,61079.0,Testimonial,Video,Parent,UGC,Vernacular (BAU),Grades & School,Telugu,
India,8,Slotbook_Video_Testimonial-Dhaval,Ind_FB_Leads_Conv_BLR+HYD_LeadGen_Slotbook_Video_Testimonial-Dhaval_160226,Ind_FB_Leads_Conv_BLR+HYD_LeadGen_Slotbook_160226,15.0,10.0,10.0,2687.0,2687.0,0.6,44.0,26871.0,Testimonial,Video,Parent,UGC,Geo (BAU),Grades & School,English,
India,9,Video_Testimonial-Manish,Ind_PFX_FB_Lead_Conv_Metro_Premium+Parents+Income_ShortForm-LPBoard_NA_Video_Testimonial-Manish_150126,Ind_PFX_FB_Leads_Conv_Pan_Int_Premium+Parents+Income_35-55_All_Manual_ShortForm_LPBoard_111025,227.0,126.0,90.0,2318.0,3245.0,0.51,57.0,292047.0,Testimonial,Video,Parent,UGC,Interest (BAU),Grades & School,English,https://scontent-bom5-1.xx.fbcdn.net/v/t15.5256-10/615561907_4263833827190028_6816963496861692646_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=d2mzgKlYQsMQ7kNvwF-Dwo1&_nc_oc=AdpLGatE7ftN7YX24Xyla9SYnHD_sIKmVAkgCUjSgNp8S5FyjF4CmzSOhfxHQJ9sVIo&_nc_zt=23&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=oqJu95_qPbZarm5eBljnjw&_nc_tpa=Q5bMBQEkZ2I7Sa_ui-cW1pvq6ZzRyw8XZqxKzO3KIGxwOlkPFeIWAfNDH9lVGFYLVXWH4G5EuNdD919X&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af3n6DljCQjhPe5cVLD5an6aiQ92chQE36slWlC2Gs34PA&oe=69DD10FA
India,10,Static_O-Ace-Math-Olympiad,Ind_FB_Premium+Parents+Income_Slotbook_Static_O-Ace-Math-Olympiad_230326,Ind_FB_Premium+Parents+Income_Slotbook_Statics_090326,208.0,105.0,69.0,2339.0,3559.0,0.72,57.0,245601.0,Graphic Explainer,Static,None,Static Graphic,HNI (BAU),Competition Prep,English,
India,11,Video_IB-Testimonial-Kamala,Ind_FB_Engaged-Shoppers_Slotbook_Video_IB-Testimonial-Kamala_070326,Ind_FB_Engaged-Shoppers_Slotbook_IB_070326,144.0,71.0,45.0,2537.0,4003.0,0.6,37.0,180146.0,Testimonial,Video,Parent,UGC,Interest (BAU),Confidence | Grades & School | Foundation Building,English,
India,12,Video_IB-Testimonial-Kamala,Ind_FB_Premium+Parents+Income_Slotbook_Video_IB-Testimonial-Kamala_090326,Ind_FB_Premium+Parents+Income_Slotbook_IB_090326,139.0,69.0,42.0,2523.0,4145.0,0.59,47.0,174094.0,Testimonial,Video,Parent,UGC,HNI (BAU),Parent Peace of Mind,English,
India,13,Video_IB-Testimonial-Kamala,Ind_FB_Pincodes-IB/IGCSE_Slotbook_Video_IB-Testimonial-Kamala_070326,Ind_FB_Pincodes-IB/IGCSE_Slotbook_Videos_070326,248.0,118.0,73.0,2642.0,4271.0,0.51,55.0,311792.0,Testimonial,Video,Parent,UGC,Geo (BAU),Grades & School,English,
India,14,Video_Testimonial-Manish,Ind_FB_Premium+Parents+Income_Slotbook_Video_Testimonial-Manish_090326,Ind_FB_Premium+Parents+Income_Slotbook_Videos_090326,207.0,85.0,59.0,2885.0,4156.0,0.47,53.0,245221.0,Testimonial,Video,Parent,Studio,HNI (BAU),Grades & School,English,
India,15,Static_Y-Tutoring-Strong-Foundation,Ind_FB_Engaged-Shoppers_Slotbook_Static_Y-Tutoring-Strong-Foundation_230326,Ind_FB_Engaged-Shoppers_Slotbook_Statics_070326,192.0,90.0,47.0,2473.0,4735.0,0.68,50.0,222529.0,Graphic Explainer,Static,None,Static Graphic,Interest (BAU),Foundation Building,English,
India,16,Video_Testimonial-Amyra,Ind_FB_Job-Titles_Slotbook_Video_Testimonial-Amyra_070326,Ind_FB_Job-Titles_Slotbook_Statics+Videos_070326,271.0,125.0,72.0,2669.0,4634.0,0.91,28.0,333616.0,Testimonial,Video,Parent,Studio,General (BAU),Confidence | Tutor Quality | Personalization,English,https://scontent-bom5-2.xx.fbcdn.net/v/t15.5256-10/581153678_873426601701718_6264237883229817126_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=NXPz5APbFr0Q7kNvwFZeFjI&_nc_oc=Adrm5aVixaMTaqxgjJgUhGD1I3WWtEmq7Kiu0bJJqMS8aU1R-USZGkssd33cKee9HUU&_nc_zt=23&_nc_ht=scontent-bom5-2.xx&edm=AOgd6ZUEAAAA&_nc_gid=gdo0FFtHoMe8TLMYq1gc6Q&_nc_tpa=Q5bMBQGCP5bHlZgeKIJ8IQz_wI8KSeKChqKG4QPemV6-lmsHtS5Z2nSEkbsxTAGvpPv1YhpKmyY27iob&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af3BH0sef8w3VT6dzMsNXZuV-03s1Dt7f7hL4FKthZor4w&oe=69DD3D95
India,17,Video_Testimonial-Manish,Ind_FB_PayU_Slotbook_Video_Testimonial-Manish_070326,Ind_FB_PayU_Slotbook_Videos_070226,204.0,90.0,58.0,2851.0,4424.0,0.48,78.0,256568.0,Testimonial,Video,Parent,UGC,Lookalike (BAU),Grades & School,English,
India,18,Video_IB-Testimonial-Kamala,Ind_FB_PayU_Slotbook_Video_IB-Testimonial-Kamala_070326,Ind_FB_PayU_Slotbook_IB_070326,120.0,53.0,37.0,3225.0,4619.0,0.55,53.0,170915.0,Testimonial,Video,Parent,UGC,Lookalike (BAU),Grades & School,English,
India,19,INT_IB/IGCSE/Premium+Parents_Video_IB-Testimonial-Kamala,Ind_FB_Pincodes_INT_IB/IGCSE/Premium+Parents_Video_IB-Testimonial-Kamala_140226,Ind_FB_Pincodes_INT_IB/IGCSE/Premium+Parents_Slotbook_Videos_140226,29.0,15.0,10.0,3156.0,4734.0,0.45,54.0,47342.0,Testimonial,Video,Parent,Studio,Interest (BAU),Parent Peace of Mind,English,https://scontent-bom5-1.xx.fbcdn.net/v/t15.5256-10/629152749_791119526715855_3120896708020849202_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=9a-ne6h0SdUQ7kNvwHNu02S&_nc_oc=AdrI5A-5HKlC3fLZpx3BhskTmORWILbbGB6QqLq60tiA424vWRkN2AKVWzZhXv2nfFU&_nc_zt=23&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=oqJu95_qPbZarm5eBljnjw&_nc_tpa=Q5bMBQGkEcKPGwr2Z9ilwXE3oGjhxJ7R8OR5PqsQaMdDm2vVqyxMfbEM69latVGQj2_k1EwVXRo05Zos&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af29wngwv5o2sum5MAAQXR7RQgxS3bkAOpvmc-0RZidHQQ&oe=69DD13FA
India,20,Video_Testimonial-Tulsi-Abhishek,Ind_FB_Engaged-Shoppers_Slotbook_Video_Testimonial-Tulsi-Abhishek_070326,Ind_FB_Engaged-Shoppers_Slotbook_Videos_070226,79.0,45.0,23.0,2831.0,5538.0,0.56,55.0,127385.0,Testimonial,Video,Parent,UGC,Interest (BAU),Grades & School,English,
